5.000000 0.004458 -0.052167 -0.015722 -1.405262 3.941070 7.531647
5.010000 0.004470 -0.052173 -0.015723 -1.338052 3.852436 7.520165
5.020000 0.004481 -0.052179 -0.015723 -1.274485 3.775591 7.524863
5.030000 0.004491 -0.052185 -0.015723 -1.250560 3.726926 7.542487
5.040000 0.004502 -0.052192 -0.015723 -1.214448 3.719543 7.547831
5.050000 0.004512 -0.052198 -0.015723 -1.163421 3.723262 7.527916
5.060000 0.004522 -0.052205 -0.015722 -1.148107 3.747223 7.498401
5.070000 0.004533 -0.052211 -0.015720 -1.115712 3.781475 7.433932
5.080000 0.004543 -0.052217 -0.015719 -1.098952 3.842212 7.340555
5.090000 0.004553 -0.052223 -0.015718 -1.121945 3.906589 7.271825
5.100000 0.004564 -0.052229 -0.015718 -1.137490 3.972555 7.201692
5.110000 0.004574 -0.052234 -0.015718 -1.143079 4.035049 7.122565
5.120000 0.004584 -0.052240 -0.015717 -1.191455 4.100603 7.081793
5.130000 0.004594 -0.052246 -0.015718 -1.241264 4.173342 7.071925
5.140000 0.004604 -0.052253 -0.015718 -1.236302 4.217512 7.044257
5.150000 0.004612 -0.052259 -0.015718 -1.235311 4.258922 7.020508
5.160000 0.004621 -0.052265 -0.015717 -1.251141 4.304381 6.998033
5.170000 0.004630 -0.052272 -0.015717 -1.218484 4.339833 6.950061
5.180000 0.004637 -0.052279 -0.015717 -1.164087 4.363211 6.908667
5.190000 0.004645 -0.052286 -0.015717 -1.131742 4.377160 6.879182
5.200000 0.004654 -0.052292 -0.015717 -1.077467 4.396776 6.838991
5.210000 0.004662 -0.052300 -0.015717 -1.038240 4.407200 6.823570
5.220000 0.004673 -0.052307 -0.015717 -1.049586 4.416194 6.837428
5.230000 0.004684 -0.052315 -0.015716 -1.063177 4.428102 6.816599
5.240000 0.004696 -0.052322 -0.015715 -1.121171 4.455375 6.774741
5.250000 0.004708 -0.052331 -0.015714 -1.238536 4.491592 6.761914
5.260000 0.004722 -0.052340 -0.015714 -1.355743 4.535236 6.725296
5.270000 0.004734 -0.052350 -0.015714 -1.476398 4.590249 6.638456
5.280000 0.004747 -0.052361 -0.015714 -1.643172 4.666967 6.614861
5.290000 0.004760 -0.052372 -0.015714 -1.765708 4.733299 6.568907
5.300000 0.004772 -0.052383 -0.015713 -1.834617 4.791014 6.514094
5.310000 0.004786 -0.052395 -0.015713 -1.930096 4.845153 6.462646
5.320000 0.004802 -0.052407 -0.015712 -2.023214 4.894228 6.394767
5.330000 0.004820 -0.052419 -0.015713 -2.080152 4.939807 6.350753
5.340000 0.004836 -0.052431 -0.015713 -2.142757 4.960066 6.347877
5.350000 0.004856 -0.052445 -0.015716 -2.232180 4.971242 6.453570
5.360000 0.004876 -0.052458 -0.015718 -2.243375 4.957376 6.503448
5.370000 0.004896 -0.052471 -0.015718 -2.276243 4.935045 6.569805
5.380000 0.004918 -0.052483 -0.015717 -2.320604 4.904580 6.624782
5.390000 0.004941 -0.052497 -0.015717 -2.286269 4.859162 6.614626
5.400000 0.004963 -0.052512 -0.015716 -2.239615 4.806029 6.553576
5.410000 0.004987 -0.052527 -0.015716 -2.210060 4.747673 6.529561
5.420000 0.005012 -0.052544 -0.015717 -2.143930 4.709573 6.535828
5.430000 0.005036 -0.052562 -0.015718 -2.045245 4.674602 6.467417
5.440000 0.005061 -0.052580 -0.015717 -1.989533 4.652244 6.439959
5.450000 0.005089 -0.052599 -0.015717 -1.945577 4.650264 6.426117
5.460000 0.005118 -0.052618 -0.015716 -1.880769 4.655734 6.305346
5.470000 0.005146 -0.052638 -0.015713 -1.842235 4.653499 6.220782
5.480000 0.005178 -0.052660 -0.015713 -1.878825 4.698787 6.184053
5.490000 0.005209 -0.052682 -0.015713 -1.876711 4.727735 6.066144
5.500000 0.005239 -0.052704 -0.015713 -1.928673 4.772336 6.046444
5.510000 0.005272 -0.052727 -0.015714 -2.021241 4.823634 6.049951
5.520000 0.005305 -0.052750 -0.015714 -2.038125 4.840063 6.030610
5.530000 0.005339 -0.052772 -0.015712 -2.110267 4.858567 5.975458
5.540000 0.005376 -0.052794 -0.015709 -2.199730 4.851506 5.899931
5.550000 0.005415 -0.052817 -0.015706 -2.303958 4.865406 5.740749
5.560000 0.005453 -0.052841 -0.015703 -2.352713 4.829000 5.544879
5.570000 0.005494 -0.052866 -0.015700 -2.524786 4.839763 5.381693
5.580000 0.005535 -0.052891 -0.015697 -2.642293 4.824274 5.170849
5.590000 0.005577 -0.052918 -0.015693 -2.712177 4.816163 4.919592
5.600000 0.005618 -0.052943 -0.015688 -2.801973 4.793284 4.688369
5.610000 0.005662 -0.052970 -0.015684 -2.862070 4.778033 4.487703
5.620000 0.005705 -0.052997 -0.015678 -2.826781 4.744754 4.124185
5.630000 0.005748 -0.053023 -0.015670 -2.806300 4.707440 3.771805
5.640000 0.005793 -0.053050 -0.015663 -2.771472 4.663874 3.487373
5.650000 0.005837 -0.053078 -0.015656 -2.657808 4.622988 3.109224
5.660000 0.005879 -0.053105 -0.015650 -2.493059 4.551786 2.760765
5.670000 0.005921 -0.053133 -0.015644 -2.343283 4.485116 2.553513
5.680000 0.005966 -0.053161 -0.015639 -2.168781 4.442718 2.342341
5.690000 0.006010 -0.053188 -0.015633 -1.955126 4.373929 2.146547
5.700000 0.006056 -0.053214 -0.015625 -1.822236 4.317931 2.027549
5.710000 0.006106 -0.053239 -0.015615 -1.759454 4.292911 1.847577
5.720000 0.006156 -0.053263 -0.015603 -1.715098 4.253585 1.609173
5.730000 0.006208 -0.053286 -0.015588 -1.784016 4.231980 1.346056
5.740000 0.006262 -0.053310 -0.015576 -1.971823 4.255956 1.142050
5.750000 0.006315 -0.053335 -0.015563 -2.124916 4.267154 0.897364
5.760000 0.006366 -0.053359 -0.015549 -2.375781 4.331091 0.760046
5.770000 0.006417 -0.053385 -0.015537 -2.658151 4.410426 0.784562
5.780000 0.006469 -0.053411 -0.015525 -2.873827 4.490841 0.894663
5.790000 0.006518 -0.053435 -0.015510 -3.017250 4.559493 1.059753
5.800000 0.006569 -0.053459 -0.015493 -3.212277 4.660989 1.345872
5.810000 0.006624 -0.053485 -0.015477 -3.394720 4.801694 1.659649
5.820000 0.006677 -0.053511 -0.015459 -3.486525 4.922780 1.975283
5.830000 0.006733 -0.053538 -0.015440 -3.670380 5.106533 2.456929
5.840000 0.006792 -0.053566 -0.015422 -3.829637 5.293218 2.998389
5.850000 0.006851 -0.053592 -0.015399 -3.896866 5.459883 3.490505
5.860000 0.006909 -0.053616 -0.015372 -3.951283 5.603786 3.997120
5.870000 0.006971 -0.053640 -0.015343 -3.996846 5.737217 4.408008
5.880000 0.007034 -0.053665 -0.015312 -3.897377 5.827927 4.665633
5.890000 0.007094 -0.053688 -0.015276 -3.703800 5.881753 4.698333
5.900000 0.007157 -0.053711 -0.015238 -3.555005 5.949710 4.603109
5.910000 0.007221 -0.053733 -0.015198 -3.202352 5.925587 4.273199
5.920000 0.007282 -0.053753 -0.015154 -2.735195 5.846390 3.736917
5.930000 0.007345 -0.053772 -0.015108 -2.332932 5.730296 3.130429
5.940000 0.007413 -0.053790 -0.015061 -1.902350 5.566846 2.406817
5.950000 0.007479 -0.053807 -0.015012 -1.403943 5.335284 1.554577
5.960000 0.007546 -0.053824 -0.014962 -1.086251 5.094245 0.810304
5.970000 0.007619 -0.053841 -0.014913 -0.918105 4.869083 0.160579
5.980000 0.007692 -0.053857 -0.014863 -0.722298 4.589903 -0.480118
5.990000 0.007763 -0.053872 -0.014812 -0.745888 4.344765 -0.975363
6.000000 0.007839 -0.053889 -0.014764 -0.978163 4.134199 -1.792603
6.010000 0.007914 -0.053905 -0.014717 -1.169565 3.902467 -2.005473
6.020000 0.007985 -0.053920 -0.014669 -1.444458 3.702755 -1.988434
6.030000 0.008057 -0.053937 -0.014623 -1.873019 3.535447 -1.569859
6.040000 0.008131 -0.053954 -0.014579 -2.204913 3.390422 -1.124878
6.050000 0.008199 -0.053972 -0.014534 -2.423312 3.265546 -0.661478
6.060000 0.008265 -0.053991 -0.014491 -2.706273 3.197599 -0.004553
6.070000 0.008335 -0.054011 -0.014450 -2.920777 3.199868 0.611292
6.080000 0.008401 -0.054032 -0.014408 -2.908109 3.244445 0.972492
6.090000 0.008463 -0.054054 -0.014366 -2.908880 3.352331 1.316296
6.100000 0.008530 -0.054074 -0.014325 -2.902170 3.521301 1.519910
6.110000 0.008594 -0.054093 -0.014284 -2.574429 3.654242 1.352707
6.120000 0.008650 -0.054109 -0.014240 -2.218233 3.768173 1.073160
6.130000 0.008711 -0.054125 -0.014200 -1.959013 3.905730 0.714670
6.140000 0.008773 -0.054140 -0.014161 -1.440483 3.974523 0.025605
6.150000 0.008827 -0.054155 -0.014123 -0.882967 4.021945 -0.737848
6.160000 0.008885 -0.054169 -0.014086 -0.557460 4.085759 -1.352260
6.170000 0.008949 -0.054184 -0.014053 -0.206885 4.162859 -2.065266
6.180000 0.009006 -0.054198 -0.014018 0.223584 4.187892 -2.906201
6.190000 0.009063 -0.054213 -0.013983 0.262479 4.282597 -3.523096
6.200000 0.009128 -0.054226 -0.013950 0.188645 4.376109 -4.120416
6.210000 0.009187 -0.054239 -0.013916 0.238429 4.412468 -4.835949
6.220000 0.009239 -0.054249 -0.013881 0.024316 4.419710 -5.319459
6.230000 0.009299 -0.054260 -0.013850 -0.389628 4.422685 -5.583177
6.240000 0.009355 -0.054267 -0.013818 -0.530629 4.285678 -5.921606
6.250000 0.009401 -0.054272 -0.013785 -0.727472 4.063042 -6.010278
6.260000 0.009452 -0.054277 -0.013756 -1.164622 3.811863 -5.771244
6.270000 0.009506 -0.054281 -0.013724 -1.317781 3.476316 -5.644583
6.280000 0.009548 -0.054283 -0.013689 -1.343781 3.073319 -5.504504
6.290000 0.009593 -0.054286 -0.013655 -1.646727 2.689219 -5.094451
6.300000 0.009645 -0.054288 -0.013621 -1.770937 2.308377 -4.865403
6.310000 0.009686 -0.054289 -0.013584 -1.585644 1.894506 -4.796958
6.320000 0.009724 -0.054292 -0.013547 -1.689726 1.564059 -4.577395
6.330000 0.009772 -0.054295 -0.013512 -1.795334 1.324101 -4.472262
6.340000 0.009813 -0.054298 -0.013476 -1.531104 1.096615 -4.546950
6.350000 0.009847 -0.054303 -0.013440 -1.476210 0.977714 -4.527050
6.360000 0.009892 -0.054309 -0.013405 -1.594259 0.969964 -4.487892
6.370000 0.009936 -0.054314 -0.013367 -1.409189 1.045329 -4.746456
6.380000 0.009970 -0.054320 -0.013325 -1.334908 1.194307 -5.038500
6.390000 0.010013 -0.054326 -0.013284 -1.567756 1.441260 -5.281358
6.400000 0.010058 -0.054329 -0.013239 -1.508720 1.732175 -5.852345
6.410000 0.010091 -0.054333 -0.013192 -1.406824 2.045328 -6.456540
6.420000 0.010129 -0.054337 -0.013147 -1.591434 2.374616 -6.923533
6.430000 0.010172 -0.054338 -0.013102 -1.520418 2.683535 -7.513506
6.440000 0.010203 -0.054340 -0.013057 -1.254118 2.934944 -7.994404
6.450000 0.010236 -0.054342 -0.013016 -1.275092 3.155720 -8.237680
6.460000 0.010276 -0.054342 -0.012976 -1.108804 3.290200 -8.414367
6.470000 0.010306 -0.054341 -0.012935 -0.630438 3.312885 -8.499495
6.480000 0.010335 -0.054341 -0.012896 -0.452431 3.297272 -8.382975
6.490000 0.010376 -0.054338 -0.012859 -0.282534 3.221382 -8.244195
6.500000 0.010413 -0.054336 -0.012820 0.188000 3.070554 -8.220330
6.510000 0.010445 -0.054335 -0.012783 0.365606 2.888888 -8.057562
6.520000 0.010489 -0.054333 -0.012749 0.322861 2.706747 -7.903256
6.530000 0.010530 -0.054331 -0.012713 0.560346 2.506210 -7.948892
6.540000 0.010562 -0.054331 -0.012679 0.621522 2.295194 -7.887452
6.550000 0.010602 -0.054331 -0.012646 0.351342 2.143808 -7.885268
6.560000 0.010642 -0.054328 -0.012610 0.352974 1.999897 -8.097506
6.570000 0.010671 -0.054327 -0.012574 0.347394 1.867229 -8.306077
6.580000 0.010706 -0.054327 -0.012538 -0.043277 1.814607 -8.568359
6.590000 0.010745 -0.054324 -0.012501 -0.239296 1.810303 -9.024131
6.600000 0.010772 -0.054324 -0.012464 -0.314846 1.826526 -9.467388
6.610000 0.010801 -0.054325 -0.012431 -0.736753 1.904631 -9.849370
6.620000 0.010835 -0.054324 -0.012397 -0.981191 2.005204 -10.292734
6.630000 0.010858 -0.054324 -0.012363 -0.977682 2.103587 -10.713018
6.640000 0.010878 -0.054326 -0.012333 -1.203793 2.204334 -10.934237
6.650000 0.010907 -0.054327 -0.012305 -1.338812 2.291359 -11.122434
6.660000 0.010929 -0.054329 -0.012277 -1.135495 2.357818 -11.289379
6.670000 0.010947 -0.054333 -0.012254 -1.132713 2.420193 -11.243392
6.680000 0.010975 -0.054336 -0.012231 -1.183818 2.476088 -11.138604
6.690000 0.011000 -0.054338 -0.012207 -0.892699 2.504732 -11.048499
6.700000 0.011017 -0.054342 -0.012185 -0.728070 2.497275 -10.821971
6.710000 0.011044 -0.054344 -0.012162 -0.735370 2.490913 -10.584912
6.720000 0.011069 -0.054344 -0.012139 -0.409596 2.447581 -10.403640
6.730000 0.011085 -0.054347 -0.012115 -0.131161 2.392288 -10.200802
6.740000 0.011108 -0.054350 -0.012092 -0.108768 2.355284 -9.946863
